locustag_ID;locustag;GenBank Accession;Molweight (kDa);length (nt);Transmembrane Helices (JGI);No_of_disordered_domains;length_of_disordered_domains;percentage_of_discordered_domain;tool_for_disordered_domains;Localisation(DavidLeaSmith);NbofTMHs(DavidLeaSmith);nr_of_interactions(Sato);self interaction(Sato);interactions(Sato)
slr1383-as;slr1383;NP_440511;NA;126;0;NA;NA;NA;NA;Soluble proteins;0;1;no;ssl1377
slr1385;slr1385;NP_440514;35.64;969;0;NA;NA;NA;NA;Soluble proteins;0;6;no;sll0094 sll1291 sll0550 slr1984 slr1248 sll0058
slr1385-5UTR;slr1385;NP_440514;NA;31;0;NA;NA;NA;NA;Soluble proteins;0;6;no;sll0094 sll1291 sll0550 slr1984 slr1248 sll0058
slr1390;slr1390;NP_440525;69.303;1929;1;NA;NA;NA;NA;PM;2;1;no;sll1579
slr1390-5UTR;slr1390;NP_440525;NA;46;1;NA;NA;NA;NA;PM;2;1;no;sll1579
slr1391;slr1391;NP_440526;16.806;471;0;NA;NA;NA;NA;unknown;0;4;no;sll0445 sll0641 slr1812 sll0737
slr1393;slr1393;NP_440530;109.53;2925;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr2111 slr1037
slr1393-as;slr1393;NP_440530;NA;21;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr2111 slr1037
slr1393-as2;slr1393;NP_440530;NA;74;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr2111 slr1037
slr1393-as3;slr1393;NP_440530;NA;112;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr2111 slr1037
slr1397;slr1397;NP_440535;22.967;624;0;NA;NA;NA;NA;PM;0;1;no;slr1047
slr1397-3UTR;slr1397;NP_440535;NA;182;0;NA;NA;NA;NA;PM;0;1;no;slr1047
slr1397-5UTR;slr1397;NP_440535;NA;30;0;NA;NA;NA;NA;PM;0;1;no;slr1047
slr1397-as;slr1397;NP_440535;NA;137;0;NA;NA;NA;NA;PM;0;1;no;slr1047
slr1397-as2;slr1397;NP_440535;NA;102;0;NA;NA;NA;NA;PM;0;1;no;slr1047
slr1398;slr1398;NP_440536;28.331;753;0;NA;NA;NA;NA;unknown;0;5;no;slr1878 sll0208 sll1606 sll1868 sll0886
slr1398-3UTR;slr1398;NP_440536;NA;165;0;NA;NA;NA;NA;unknown;0;5;no;slr1878 sll0208 sll1606 sll1868 sll0886
slr1398-5UTR;slr1398;NP_440536;NA;52;0;NA;NA;NA;NA;unknown;0;5;no;slr1878 sll0208 sll1606 sll1868 sll0886
slr1403;slr1403;NP_440954;311.51;9051;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-5UTR;slr1403;NP_440954;NA;106;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as;slr1403;NP_440954;NA;103;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as2;slr1403;NP_440954;NA;205;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as3;slr1403;NP_440954;NA;71;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as4;slr1403;NP_440954;NA;95;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as5;slr1403;NP_440954;NA;39;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as6;slr1403;NP_440954;NA;77;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as7;slr1403;NP_440954;NA;32;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1403-as8;slr1403;NP_440954;NA;90;0;NA;NA;NA;NA;NA;NA;5;no;sll0096 slr0642 slr1046 sll1775 sll0223
slr1410;slr1410;NP_440959;35.989;1005;1;NA;NA;NA;NA;unknown;0;1;no;slr1840
slr1413;slr1413;NP_440062;52.956;1446;3;24;200;0.414937759;PV2;PM;2;2;no;slr1918 sll1864
slr1413-3UTR;slr1413;NP_440062;NA;4;3;24;200;150;PV2;PM;2;2;no;slr1918 sll1864
slr1413-5UTR;slr1413;NP_440062;NA;2;3;24;200;300;PV2;PM;2;2;no;slr1918 sll1864
slr1413-as;slr1413;NP_440062;NA;61;3;24;200;9.836065574;PV2;PM;2;2;no;slr1918 sll1864
slr1414;slr1414;NP_440063;39.38;1080;0;10;103;0.286111111;PrDOS;unknown;0;1;no;sll1592
slr1414-5UTR;slr1414;NP_440063;NA;49;0;10;103;6.306122449;PrDOS;unknown;0;1;no;sll1592
slr1414-as;slr1414;NP_440063;NA;62;0;10;103;4.983870968;PrDOS;unknown;0;1;no;sll1592
slr1415;slr1415;NP_440064;42.314;1149;2;24;175;0.45691906;PV2;PM;1;2;no;ssr1386 slr1596
slr1415-as;slr1415;NP_440064;NA;36;2;24;175;14.58333333;PV2;PM;1;2;no;ssr1386 slr1596
slr1416;slr1416;NP_440065;33.097;894;0;8;58;0.194630872;VLXT;unknown;0;3;no;sll1675 slr0436 slr0653
slr1416-3UTR;slr1416;NP_440065;NA;134;0;8;58;1.298507463;VLXT;unknown;0;3;no;sll1675 slr0436 slr0653
slr1416-5UTR;slr1416;NP_440065;NA;216;0;8;58;0.805555556;VLXT;unknown;0;3;no;sll1675 slr0436 slr0653
slr1418;slr1418;NP_442815;41.559;1146;0;NA;NA;NA;NA;PM;0;1;no;slr0103
slr1418-5UTR;slr1418;NP_442815;NA;130;0;NA;NA;NA;NA;PM;0;1;no;slr0103
slr1423;slr1423;NP_442822;54.513;1518;1;NA;NA;NA;NA;Soluble proteins;0;13;no;slr1235 ssl0331 sll0534 slr1062 sll1995 sll0688 slr1811 slr0868 sll0350 slr1838 sll1708 sll0798 slr0474
slr1423-5UTR;slr1423;NP_442822;NA;3;1;NA;NA;NA;NA;Soluble proteins;0;13;no;slr1235 ssl0331 sll0534 slr1062 sll1995 sll0688 slr1811 slr0868 sll0350 slr1838 sll1708 sll0798 slr0474
slr1429;slr1429;NP_442832;NA;870;0;NA;NA;NA;NA;Soluble proteins;0;2;no;sll0445 slr2084
slr1436;slr1436;NP_440862;NA;852;0;NA;NA;NA;NA;NA;NA;2;no;slr1462 sll1352
slr1437;slr1437;NP_440863;12.671;339;0;NA;NA;NA;NA;unknown;0;2;no;sll0398 sll0865
slr1437-5UTR;slr1437;NP_440863;NA;31;0;NA;NA;NA;NA;unknown;0;2;no;sll0398 sll0865
slr1440;slr1440;NP_440868;16.517;432;0;NA;NA;NA;NA;NA;NA;2;no;ssr2201 sll0865
slr1440-3UTR;slr1440;NP_440868;NA;61;0;NA;NA;NA;NA;NA;NA;2;no;ssr2201 sll0865
slr1440-5UTR;slr1440;NP_440868;NA;37;0;NA;NA;NA;NA;NA;NA;2;no;ssr2201 sll0865
slr1441;slr1441;NP_440872;NA;390;0;NA;NA;NA;NA;NA;NA;5;no;sll0402 sll1865 sll1787 slr0451 sll0861
slr1444;slr1444;NP_440876;NA;1002;0;NA;NA;NA;NA;Soluble proteins;0;5;no;slr1052 slr1636 sll0088 slr2025 sll2012
slr1444-5UTR;slr1444;NP_440876;NA;30;0;NA;NA;NA;NA;Soluble proteins;0;5;no;slr1052 slr1636 sll0088 slr2025 sll2012
slr1451;slr1451;NP_442837;NA;786;4;NA;NA;NA;NA;NA;NA;1;no;sll1186
slr1451-5UTR;slr1451;NP_442837;NA;52;4;NA;NA;NA;NA;NA;NA;1;no;sll1186
slr1454;slr1454;NP_442842;NA;831;6;NA;NA;NA;NA;NA;NA;1;no;slr1139
slr1455;slr1455;NP_442843;NA;1068;0;NA;NA;NA;NA;NA;NA;1;no;slr1842
slr1455-as;slr1455;NP_442843;NA;35;0;NA;NA;NA;NA;NA;NA;1;no;slr1842
slr1462;slr1462;NP_442850;62.672;1686;3;NA;NA;NA;NA;PM;2;2;no;slr2087 slr1436
slr1462-5UTR;slr1462;NP_442850;NA;80;3;NA;NA;NA;NA;PM;2;2;no;slr2087 slr1436
slr1462-as;slr1462;NP_442850;NA;69;3;NA;NA;NA;NA;PM;2;2;no;slr2087 slr1436
slr1464;slr1464;NP_442852;29.299;798;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0865
slr1464-5UTR;slr1464;NP_442852;NA;89;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0865
slr1471;slr1471;NP_441564;42.626;1155;3;NA;NA;NA;NA;TM;3;19;no;sll0102 sll0194 sll0754 sll0933 slr0404 slr0565 slr0642 slr1046 slr1215 sll0360 slr0639 ssl0331 slr1595 sll1814 ssr1386 sll0026 sll0027 sll1611 sll0771
slr1472;slr1472;NP_441565;18.701;495;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr0993
slr1474;slr1474;NP_441569;30.437;810;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr1199
slr1476;slr1476;NP_441572;36.393;996;0;NA;NA;NA;NA;unknown;0;1;no;slr0209
slr1476-3UTR;slr1476;NP_441572;NA;341;0;NA;NA;NA;NA;unknown;0;1;no;slr0209
slr1476-5UTR;slr1476;NP_441572;NA;58;0;NA;NA;NA;NA;unknown;0;1;no;slr0209
slr1476-as;slr1476;NP_441572;NA;112;0;NA;NA;NA;NA;unknown;0;1;no;slr0209
slr1476-as2;slr1476;NP_441572;NA;66;0;NA;NA;NA;NA;unknown;0;1;no;slr0209
slr1484;slr1484;NP_439925;NA;1599;1;4;484;0.908067542;PrDOS;PM;1;1;no;slr0263
slr1484-5UTR;slr1484;NP_439925;NA;83;1;4;484;17.4939759;PrDOS;PM;1;1;no;slr0263
slr1489;slr1489;NP_439928;NA;993;0;7;60;0.181268882;PrDOS;NA;NA;1;no;slr1037
slr1489-5UTR;slr1489;NP_439928;NA;61;0;7;60;2.950819672;PrDOS;NA;NA;1;no;slr1037
slr1492;slr1492;NP_439931;34.027;936;0;9;72;0.230769231;VLXT;PM;0;1;no;slr1493
slr1494;slr1494;NP_439933;NA;1842;6;35;181;0.294788274;PV2;unknown;8;1;no;sll1542
slr1494-as;slr1494;NP_439933;NA;144;6;35;181;3.770833333;PV2;unknown;8;1;no;sll1542
slr1494-as-3UTR;slr1494;NP_439933;NA;393;6;35;181;1.381679389;PV2;unknown;8;1;no;sll1542
slr1495;slr1495;NP_439939;NA;1650;0;28;128;0.232727273;PV2;unknown;0;7;no;slr0348 slr0942 slr1848 sll0024 sll0624 ssl2807 ssr0536
slr1495-5UTR;slr1495;NP_439939;NA;125;0;28;128;3.072;PV2;unknown;0;7;no;slr0348 slr0942 slr1848 sll0024 sll0624 ssl2807 ssr0536
slr1498;slr1498;NP_439942;NA;1125;0;18;90;0.24;PV2;Soluble proteins;0;1;no;slr1330
slr1498-5UTR;slr1498;NP_439942;NA;20;0;18;90;13.5;PV2;Soluble proteins;0;1;no;slr1330
slr1506;slr1506;NP_441333;63.773;1734;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0861
slr1506-5UTR;slr1506;NP_441333;NA;75;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0861
slr1508;slr1508;NP_441335;NA;1170;0;NA;NA;NA;NA;unknown;0;2;no;slr1885 ssl0832
slr1508-5UTR;slr1508;NP_441335;NA;72;0;NA;NA;NA;NA;unknown;0;2;no;slr1885 ssl0832
slr1511;slr1511;NP_441338;35.166;993;0;4;73;0.220543807;VLXT;Soluble proteins;0;3;no;sll8019 sll1530 slr0513
slr1511-3UTR;slr1511;NP_441338;NA;169;0;4;73;1.295857988;VLXT;Soluble proteins;0;3;no;sll8019 sll1530 slr0513
slr1511-5UTR;slr1511;NP_441338;NA;41;0;4;73;5.341463415;VLXT;Soluble proteins;0;3;no;sll8019 sll1530 slr0513
slr1518;slr1518;NP_441350;NA;846;8;NA;NA;NA;NA;NA;NA;4;no;sll0169 sll1270 sll1614 slr0798
slr1521;slr1521;NP_441353;58.539;1605;0;NA;NA;NA;NA;unknown;0;1;no;sll0616
slr1521-5UTR;slr1521;NP_441353;NA;166;0;NA;NA;NA;NA;unknown;0;1;no;sll0616
slr1529;slr1529;NP_441621;93.99;2508;9;NA;NA;NA;NA;TM;9;4;no;slr0473 sll1276 ssr2831 sll1672
slr1530;slr1530;NP_441624;NA;843;0;NA;NA;NA;NA;NA;NA;4;no;sll1371 slr2045 sll0068 sll0140
slr1530-3UTR;slr1530;NP_441624;NA;83;0;NA;NA;NA;NA;NA;NA;4;no;sll1371 slr2045 sll0068 sll0140
slr1530-5UTR;slr1530;NP_441624;NA;4;0;NA;NA;NA;NA;NA;NA;4;no;sll1371 slr2045 sll0068 sll0140
slr1534;slr1534;NP_441634;32.906;906;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr0818
slr1534-as;slr1534;NP_441634;NA;115;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr0818
slr1535;slr1535;NP_440780;NA;1470;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr2098
slr1536;slr1536;NP_440781;NA;1437;0;NA;NA;NA;NA;unknown;0;3;no;slr0854 slr1343 slr1213
slr1536-5UTR;slr1536;NP_440781;NA;44;0;NA;NA;NA;NA;unknown;0;3;no;slr0854 slr1343 slr1213
slr1538;slr1538;NP_440783;NA;1095;0;NA;NA;NA;NA;Soluble proteins;0;1;no;slr1557
slr1541;slr1541;NP_440785;24.188;633;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0985
slr1542;slr1542;NP_440786;17.411;486;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0783
slr1544;slr1544;NP_440790;NA;312;1;NA;NA;NA;NA;unknown;1;2;no;slr0550 sll0992
slr1547;slr1547;NP_440793;36.631;999;7;NA;NA;NA;NA;PM;7;1;no;ssr2142
slr1549;slr1549;NP_440801;21.026;564;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr0848 sll1367
slr1549-3UTR;slr1549;NP_440801;NA;31;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr0848 sll1367
slr1549-5UTR;slr1549;NP_440801;NA;37;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr0848 sll1367
slr1550;slr1550;NP_440803;57.295;1533;0;NA;NA;NA;NA;unknown;0;2;no;sll1193 slr0008
slr1556;slr1556;NP_442882;36.853;1002;0;NA;NA;NA;NA;Soluble proteins;0;1;no;ssl3044
slr1556-5UTR;slr1556;NP_442882;NA;764;0;NA;NA;NA;NA;Soluble proteins;0;1;no;ssl3044
slr1556-as;slr1556;NP_442882;NA;231;0;NA;NA;NA;NA;Soluble proteins;0;1;no;ssl3044
slr1564;slr1564;NP_442891;29.522;777;0;NA;NA;NA;NA;PM;0;3;no;slr0653 slr1793 sll1508
slr1564-3UTR;slr1564;NP_442891;NA;78;0;NA;NA;NA;NA;PM;0;3;no;slr0653 slr1793 sll1508
slr1564-5UTR;slr1564;NP_442891;NA;23;0;NA;NA;NA;NA;PM;0;3;no;slr0653 slr1793 sll1508
slr1564-as;slr1564;NP_442891;NA;27;0;NA;NA;NA;NA;PM;0;3;no;slr0653 slr1793 sll1508
slr1565;slr1565;NP_442892;12.52;342;0;NA;NA;NA;NA;unknown;0;5;no;sll1344 ssr3188 slr1098 slr1351 sll1354
slr1565-5UTR;slr1565;NP_442892;NA;52;0;NA;NA;NA;NA;unknown;0;5;no;sll1344 ssr3188 slr1098 slr1351 sll1354
slr1566;slr1566;NP_442893;43.579;1188;4;NA;NA;NA;NA;TM;4;2;no;sll1967 slr2099
slr1568;slr1568;NP_442896;15.609;411;0;NA;NA;NA;NA;unknown;0;2;no;slr0820 sll0021
slr1572;slr1572;NP_442901;32.134;855;0;NA;NA;NA;NA;PM;0;2;no;sll1946 sll1679
slr1572-as;slr1572;NP_442901;NA;109;0;NA;NA;NA;NA;PM;0;2;no;sll1946 sll1679
slr1575;slr1575;NP_442904;53.763;1440;2;NA;NA;NA;NA;PM;0;3;no;slr1776 slr0653 sll2012
slr1575-5UTR;slr1575;NP_442904;NA;57;2;NA;NA;NA;NA;PM;0;3;no;slr1776 slr0653 sll2012
slr1575-as;slr1575;NP_442904;NA;99;2;NA;NA;NA;NA;PM;0;3;no;slr1776 slr0653 sll2012
slr1579;slr1579;NP_442907;57.06;1569;1;NA;NA;NA;NA;unknown;0;1;no;sll0735
slr1579-3UTR;slr1579;NP_442907;NA;219;1;NA;NA;NA;NA;unknown;0;1;no;sll0735
slr1579-5UTR;slr1579;NP_442907;NA;29;1;NA;NA;NA;NA;unknown;0;1;no;sll0735
slr1588;slr1588;NP_442927;47.088;1266;0;NA;NA;NA;NA;unknown;0;2;no;slr0280 slr0697
slr1588-5UTR;slr1588;NP_442927;NA;54;0;NA;NA;NA;NA;unknown;0;2;no;slr0280 slr0697
slr1592;slr1592;NP_440308;NA;954;0;7;70;0.220125786;VLXT;NA;NA;2;no;slr0378 sll1079
slr1592-5UTR;slr1592;NP_440308;NA;73;0;7;70;2.876712329;VLXT;NA;NA;2;no;slr0378 sll1079
slr1592-as;slr1592;NP_440308;NA;107;0;7;70;1.962616822;VLXT;NA;NA;2;no;slr0378 sll1079
slr1593;slr1593;NP_440309;NA;912;0;6;70;0.230263158;VLXT;NA;NA;3;no;slr2047 sll0821 sll1418
slr1593-5UTR;slr1593;NP_440309;NA;61;0;6;70;3.442622951;VLXT;NA;NA;3;no;slr2047 sll0821 sll1418
slr1593-as;slr1593;NP_440309;NA;132;0;6;70;1.590909091;VLXT;NA;NA;3;no;slr2047 sll0821 sll1418
slr1600;slr1600;NP_440324;17.13;450;0;3;107;0.713333333;VSL2b;Soluble proteins;0;1;no;slr1305
slr1600-3UTR;slr1600;NP_440324;NA;122;0;3;107;2.631147541;VSL2b;Soluble proteins;0;1;no;slr1305
slr1600-5UTR;slr1600;NP_440324;NA;50;0;3;107;6.42;VSL2b;Soluble proteins;0;1;no;slr1305
slr1600-as;slr1600;NP_440324;NA;60;0;3;107;5.35;VSL2b;Soluble proteins;0;1;no;slr1305
slr1600-as2;slr1600;NP_440324;NA;51;0;3;107;6.294117647;VSL2b;Soluble proteins;0;1;no;slr1305
slr1610;slr1610;NP_440224;48.013;1302;0;10;39;0.089861751;PV2;Soluble proteins;0;2;no;slr0445 slr1204
slr1610-as;slr1610;NP_440224;NA;127;0;10;39;0.921259843;PV2;Soluble proteins;0;2;no;slr0445 slr1204
slr1612;slr1612;NP_440226;33.045;861;0;4;146;0.508710801;VLXT;Soluble proteins;0;3;no;sll0080 sll0521 ssl0109
"slr1612;slr0976";slr1612;NP_440226;NA;861;0;4;146;0.508710801;VLXT;Soluble proteins;0;3;no;sll0080 sll0521 ssl0109
slr1612-5UTR;slr1612;NP_440226;NA;25;0;4;146;17.52;VLXT;Soluble proteins;0;3;no;sll0080 sll0521 ssl0109
slr1612-as;slr1612;NP_440226;NA;123;0;4;146;3.56097561;VLXT;Soluble proteins;0;3;no;sll0080 sll0521 ssl0109
slr1613;slr1613;NP_440227;22.344;591;0;4;31;0.157360406;VSL2b;Soluble proteins;0;2;no;sll0996 sll0985
slr1614;slr1614;NP_440228;11.648;306;0;2;14;0.137254902;PrDOS;NA;NA;9;no;slr0280 sll0068 slr0697 sll0070 sll0252 sll0631 slr0076 slr0066 sll0242
slr1616;slr1616;NP_440230;37.353;1026;0;6;41;0.119883041;VLXT;Soluble proteins;0;1;no;slr0299
slr1617;slr1617;NP_440231;45.405;1236;0;6;78;0.189320388;VLXT;unknown;0;3;no;slr0423 sll1473 slr1759
slr1619;slr1619;NP_440233;27.752;750;0;4;43;0.172;PrDOS;Soluble proteins;0;1;no;sll0080
slr1626;slr1626;NP_441756;13.146;357;0;NA;NA;NA;NA;Soluble proteins;0;4;no;sll0252 slr0066 slr0357 sll0743
slr1626-3UTR;slr1626;NP_441756;NA;13;0;NA;NA;NA;NA;Soluble proteins;0;4;no;sll0252 slr0066 slr0357 sll0743
slr1626-5UTR;slr1626;NP_441756;NA;59;0;NA;NA;NA;NA;Soluble proteins;0;4;no;sll0252 slr0066 slr0357 sll0743
slr1626-as;slr1626;NP_441756;NA;19;0;NA;NA;NA;NA;Soluble proteins;0;4;no;sll0252 slr0066 slr0357 sll0743
slr1629;slr1629;NP_441760;36.036;984;0;NA;NA;NA;NA;unknown;0;5;no;sll0169 sll0782 sll2005 slr0104 sll1143
slr1636;slr1636;NP_441768;23.527;621;0;NA;NA;NA;NA;NA;NA;10;no;sll1902 sll0041 sll2001 slr1090 sll0920 slr1444 sll1294 slr1274 slr2128 slr0207
slr1636-as;slr1636;NP_441768;NA;63;0;NA;NA;NA;NA;NA;NA;10;no;sll1902 sll0041 sll2001 slr1090 sll0920 slr1444 sll1294 slr1274 slr2128 slr0207
slr1638;slr1638;NP_441769;NA;324;0;NA;NA;NA;NA;NA;NA;3;no;slr1254 slr0793 ssl3076
slr1638-5UTR;slr1638;NP_441769;NA;44;0;NA;NA;NA;NA;NA;NA;3;no;slr1254 slr0793 ssl3076
slr1643;slr1643;NP_441779;46.359;1242;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0415
slr1645;slr1645;NP_441782;14.917;408;1;NA;NA;NA;NA;TM;0;6;no;sll0043 slr1983 sll1656 sll0042 slr0399 sll0267
slr1645-5UTR;slr1645;NP_441782;NA;41;1;NA;NA;NA;NA;TM;0;6;no;sll0043 slr1983 sll1656 sll0042 slr0399 sll0267
slr1646;slr1646;NP_441783;25.712;696;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0306
slr1646-as;slr1646;NP_441783;NA;29;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0306
slr1647;slr1647;NP_441784;28.103;780;7;NA;NA;NA;NA;unknown;7;2;no;sll0754 sll0933
slr1647-as;slr1647;NP_441784;NA;44;7;NA;NA;NA;NA;unknown;7;2;no;sll0754 sll0933
slr1648;slr1648;NP_441785;54.057;1443;0;NA;NA;NA;NA;Soluble proteins;0;2;no;slr1329 ssl0483
slr1651;slr1651;NP_442956;81.299;2202;6;NA;NA;NA;NA;PM;0;2;no;ssl1255 ssl3389
slr1651-as;slr1651;NP_442956;NA;69;6;NA;NA;NA;NA;PM;0;2;no;ssl1255 ssl3389
slr1652;slr1652;NP_442957;NA;702;6;NA;NA;NA;NA;unknown;6;1;no;sll0002
slr1652-5UTR;slr1652;NP_442957;NA;68;6;NA;NA;NA;NA;unknown;6;1;no;sll0002
slr1655;slr1655;NP_442961;16.624;474;2;NA;NA;NA;NA;TM;2;5;no;sll0779 sll0851 sll0283 sll1614 sll1484
slr1655-5UTR;slr1655;NP_442961;NA;56;2;NA;NA;NA;NA;TM;2;5;no;sll0779 sll0851 sll0283 sll1614 sll1484
slr1655-as;slr1655;NP_442961;NA;40;2;NA;NA;NA;NA;TM;2;5;no;sll0779 sll0851 sll0283 sll1614 sll1484
slr1657;slr1657;NP_442964;NA;828;0;NA;NA;NA;NA;NA;NA;1;no;slr1659
slr1657-5UTR;slr1657;NP_442964;NA;66;0;NA;NA;NA;NA;NA;NA;1;no;slr1659
slr1657-as;slr1657;NP_442964;NA;31;0;NA;NA;NA;NA;NA;NA;1;no;slr1659
slr1658;slr1658;NP_442965;22.656;600;0;NA;NA;NA;NA;unknown;0;1;no;sll0861
slr1659;slr1659;NP_442966;13.307;342;0;NA;NA;NA;NA;Soluble proteins;0;3;no;sll0536 slr1657 slr0229
slr1660;slr1660;NP_442967;20.865;579;1;NA;NA;NA;NA;unknown;1;1;no;sll1513
slr1660-3UTR;slr1660;NP_442967;NA;217;1;NA;NA;NA;NA;unknown;1;1;no;sll1513
slr1660-5UTR;slr1660;NP_442967;NA;25;1;NA;NA;NA;NA;unknown;1;1;no;sll1513
slr1661;slr1661;NP_442970;71.93;1965;0;NA;NA;NA;NA;unknown;0;2;no;slr2098 slr9201
slr1661-3UTR;slr1661;NP_442970;NA;246;0;NA;NA;NA;NA;unknown;0;2;no;slr2098 slr9201
slr1661-5UTR;slr1661;NP_442970;NA;117;0;NA;NA;NA;NA;unknown;0;2;no;slr2098 slr9201
slr1664;slr1664;NP_442972;74.755;2013;3;NA;NA;NA;NA;PM;3;2;no;sll1483 slr0250
slr1664-5UTR;slr1664;NP_442972;NA;141;3;NA;NA;NA;NA;PM;3;2;no;sll1483 slr0250
slr1667;slr1667;NP_442978;18.384;537;0;NA;NA;NA;NA;NA;NA;4;no;sll0641 slr1668 ssr0335 ssr0854
slr1667-3UTR;slr1667;NP_442978;NA;14;0;NA;NA;NA;NA;NA;NA;4;no;sll0641 slr1668 ssr0335 ssr0854
slr1667-5UTR;slr1667;NP_442978;NA;91;0;NA;NA;NA;NA;NA;NA;4;no;sll0641 slr1668 ssr0335 ssr0854
slr1667-as;slr1667;NP_442978;NA;54;0;NA;NA;NA;NA;NA;NA;4;no;sll0641 slr1668 ssr0335 ssr0854
slr1668;slr1668;NP_442979;30.633;843;0;NA;NA;NA;NA;Soluble proteins;0;3;no;sll1174 slr1667 sll1032
slr1668-5UTR;slr1668;NP_442979;NA;34;0;NA;NA;NA;NA;Soluble proteins;0;3;no;sll1174 slr1667 sll1032
slr1676;slr1676;NP_441678;NA;492;4;NA;NA;NA;NA;NA;NA;2;no;sll1614 ssl0787
slr1676-5UTR;slr1676;NP_441678;NA;64;4;NA;NA;NA;NA;NA;NA;2;no;sll1614 ssl0787
slr1677;slr1677;NP_441679;NA;1284;0;NA;NA;NA;NA;TM;0;1;no;slr0366
slr1686;slr1686;NP_441696;15.498;426;0;NA;NA;NA;NA;unknown;0;4;no;sll1029 sll1709 sll0980 sll1343
slr1686-3UTR;slr1686;NP_441696;NA;120;0;NA;NA;NA;NA;unknown;0;4;no;sll1029 sll1709 sll0980 sll1343
slr1686-5UTR;slr1686;NP_441696;NA;28;0;NA;NA;NA;NA;unknown;0;4;no;sll1029 sll1709 sll0980 sll1343
slr1690;slr1690;NP_441705;NA;786;0;NA;NA;NA;NA;unknown;0;1;no;sll0144
slr1691;slr1691;NP_441706;61.075;1677;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0022
slr1691-5UTR;slr1691;NP_441706;NA;21;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0022
slr1691-as;slr1691;NP_441706;NA;90;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0022
slr1691-as2;slr1691;NP_441706;NA;83;0;NA;NA;NA;NA;Soluble proteins;0;1;no;sll0022
slr1693;slr1693;NP_441708;43.673;1143;0;NA;NA;NA;NA;Soluble proteins;0;3;no;sll0931 ssl0832 slr1694
slr1693-5UTR;slr1693;NP_441708;NA;71;0;NA;NA;NA;NA;Soluble proteins;0;3;no;sll0931 ssl0832 slr1694
slr1705;slr1705;NP_440558;NA;867;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1705-3UTR;slr1705;NP_440558;NA;110;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1705-5UTR;slr1705;NP_440558;NA;43;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1705-as;slr1705;NP_440558;NA;120;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1705-as2;slr1705;NP_440558;NA;101;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1705-as3;slr1705;NP_440558;NA;39;0;NA;NA;NA;NA;NA;NA;1;no;slr0852
slr1706;slr1706;NP_440559;36.883;1008;0;NA;NA;NA;NA;unknown;0;1;no;slr2038
slr1706-5UTR;slr1706;NP_440559;NA;8;0;NA;NA;NA;NA;unknown;0;1;no;slr2038
slr1708;slr1708;NP_440561;NA;1236;1;NA;NA;NA;NA;NA;NA;5;no;slr1417 slr1608 sll1086 sll0361 sll0451
